"state_name","Date","race_grp","coverage","project"
"Alabama",2021-03-01,"Asian","22",0
"Alabama",2021-03-15,"Asian","29",0
"Alabama",2021-03-29,"Asian","38",0
"Alabama",2021-04-05,"Asian","43",0
"Alabama",2021-04-12,"Asian","47",0
"Alabama",2021-04-19,"Asian","51",0
"Alabama",2021-04-26,"Asian","54",0
"Alabama",2021-05-03,"Asian","56",0
"Alabama",2021-05-10,"Asian","59",0
"Alabama",2021-05-17,"Asian","60",0
"Alabama",2021-05-24,"Asian","61",0
"Alabama",2021-06-07,"Asian","63",0
"Alabama",2021-06-14,"Asian","65",0
"Alabama",2021-06-21,"Asian","68",0
"Alabama",2021-06-28,"Asian","70",0
"Alabama",2021-07-06,"Asian","73",0
"Alabama",2021-07-19,"Asian","76",0
"Alabama",2021-08-02,"Asian","80",0
"Alabama",2021-08-16,"Asian","83",0
"Alabama",2021-09-07,"Asian","90%+",0
"Alabama",2021-09-20,"Asian","90%+",0
"Alabama",2021-03-01,"Black","11",0
"Alabama",2021-03-15,"Black","16",0
"Alabama",2021-03-29,"Black","20",0
"Alabama",2021-04-05,"Black","26",0
"Alabama",2021-04-12,"Black","30",0
"Alabama",2021-04-19,"Black","32",0
"Alabama",2021-04-26,"Black","34",0
"Alabama",2021-05-03,"Black","35",0
"Alabama",2021-05-10,"Black","37",0
"Alabama",2021-05-17,"Black","38",0
"Alabama",2021-05-24,"Black","39",0
"Alabama",2021-06-07,"Black","41",0
"Alabama",2021-06-14,"Black","42",0
"Alabama",2021-06-21,"Black","45",0
"Alabama",2021-06-28,"Black","46",0
"Alabama",2021-07-06,"Black","47",0
"Alabama",2021-07-19,"Black","48",0
"Alabama",2021-08-02,"Black","51",0
"Alabama",2021-08-16,"Black","56",0
"Alabama",2021-09-07,"Black","60",0
"Alabama",2021-09-20,"Black","62",0
"Alabama",2021-03-01,"Hispanic","NR",0
"Alabama",2021-03-15,"Hispanic","NR",0
"Alabama",2021-03-29,"Hispanic","NR",0
"Alabama",2021-04-05,"Hispanic","NR",0
"Alabama",2021-04-12,"Hispanic","NR",0
"Alabama",2021-04-19,"Hispanic","NR",0
"Alabama",2021-04-26,"Hispanic","NR",0
"Alabama",2021-05-03,"Hispanic","NR",0
"Alabama",2021-05-10,"Hispanic","50",0
"Alabama",2021-05-17,"Hispanic","52",0
"Alabama",2021-05-24,"Hispanic","53",0
"Alabama",2021-06-07,"Hispanic","54",0
"Alabama",2021-06-14,"Hispanic","55",0
"Alabama",2021-06-21,"Hispanic","58",0
"Alabama",2021-06-28,"Hispanic","59",0
"Alabama",2021-07-06,"Hispanic","60",0
"Alabama",2021-07-19,"Hispanic","61",0
"Alabama",2021-08-02,"Hispanic","65",0
"Alabama",2021-08-16,"Hispanic","83",0
"Alabama",2021-09-07,"Hispanic","90%+",0
"Alabama",2021-09-20,"Hispanic","90%+",0
"Alabama",2021-03-01,"White","17",0
"Alabama",2021-03-15,"White","22",0
"Alabama",2021-03-29,"White","29",0
"Alabama",2021-04-05,"White","31",0
"Alabama",2021-04-12,"White","34",0
"Alabama",2021-04-19,"White","37",0
"Alabama",2021-04-26,"White","38",0
"Alabama",2021-05-03,"White","39",0
"Alabama",2021-05-10,"White","39",0
"Alabama",2021-05-17,"White","40",0
"Alabama",2021-05-24,"White","41",0
"Alabama",2021-06-07,"White","42",0
"Alabama",2021-06-14,"White","43",0
"Alabama",2021-06-21,"White","44",0
"Alabama",2021-06-28,"White","45",0
"Alabama",2021-07-06,"White","46",0
"Alabama",2021-07-19,"White","47",0
"Alabama",2021-08-02,"White","49",0
"Alabama",2021-08-16,"White","52",0
"Alabama",2021-09-07,"White","57",0
"Alabama",2021-09-20,"White","58",0
"Alabama",2021-09-21,"Asian","90%+",1
"Alabama",2021-09-21,"Black","63",1
"Alabama",2021-09-21,"Hispanic","90%+",1
"Alabama",2021-09-21,"White","58",1
"Alabama",2021-09-22,"Asian","90%+",1
"Alabama",2021-09-22,"Black","63",1
"Alabama",2021-09-22,"Hispanic","90%+",1
"Alabama",2021-09-22,"White","58",1
"Alabama",2021-09-23,"Asian","90%+",1
"Alabama",2021-09-23,"Black","63",1
"Alabama",2021-09-23,"Hispanic","90%+",1
"Alabama",2021-09-23,"White","58",1
"Alabama",2021-09-24,"Asian","90%+",1
"Alabama",2021-09-24,"Black","63",1
"Alabama",2021-09-24,"Hispanic","90%+",1
"Alabama",2021-09-24,"White","58",1
"Alabama",2021-09-25,"Asian","90%+",1
"Alabama",2021-09-25,"Black","63",1
"Alabama",2021-09-25,"Hispanic","90%+",1
"Alabama",2021-09-25,"White","58",1
"Alabama",2021-09-26,"Asian","90%+",1
"Alabama",2021-09-26,"Black","63",1
"Alabama",2021-09-26,"Hispanic","90%+",1
"Alabama",2021-09-26,"White","58",1
"Alabama",2021-09-27,"Asian","90%+",1
"Alabama",2021-09-27,"Black","64",1
"Alabama",2021-09-27,"Hispanic","90%+",1
"Alabama",2021-09-27,"White","59",1
"Alabama",2021-09-28,"Asian","90%+",1
"Alabama",2021-09-28,"Black","64",1
"Alabama",2021-09-28,"Hispanic","90%+",1
"Alabama",2021-09-28,"White","59",1
"Alabama",2021-09-29,"Asian","90%+",1
"Alabama",2021-09-29,"Black","64",1
"Alabama",2021-09-29,"Hispanic","90%+",1
"Alabama",2021-09-29,"White","59",1
"Alabama",2021-09-30,"Asian","90%+",1
"Alabama",2021-09-30,"Black","64",1
"Alabama",2021-09-30,"Hispanic","90%+",1
"Alabama",2021-09-30,"White","59",1
"Alabama",2021-10-01,"Asian","90%+",1
"Alabama",2021-10-01,"Black","64",1
"Alabama",2021-10-01,"Hispanic","90%+",1
"Alabama",2021-10-01,"White","59",1
"Alabama",2021-10-02,"Asian","90%+",1
"Alabama",2021-10-02,"Black","64",1
"Alabama",2021-10-02,"Hispanic","90%+",1
"Alabama",2021-10-02,"White","59",1
"Alabama",2021-10-03,"Asian","90%+",1
"Alabama",2021-10-03,"Black","65",1
"Alabama",2021-10-03,"Hispanic","90%+",1
"Alabama",2021-10-03,"White","59",1
"Alabama",2021-10-04,"Asian","90%+",1
"Alabama",2021-10-04,"Black","65",1
"Alabama",2021-10-04,"Hispanic","90%+",1
"Alabama",2021-10-04,"White","60",1
"Alabama",2021-10-05,"Asian","90%+",1
"Alabama",2021-10-05,"Black","65",1
"Alabama",2021-10-05,"Hispanic","90%+",1
"Alabama",2021-10-05,"White","60",1
"Alabama",2021-10-06,"Asian","90%+",1
"Alabama",2021-10-06,"Black","65",1
"Alabama",2021-10-06,"Hispanic","90%+",1
"Alabama",2021-10-06,"White","60",1
"Alabama",2021-10-07,"Asian","90%+",1
"Alabama",2021-10-07,"Black","65",1
"Alabama",2021-10-07,"Hispanic","90%+",1
"Alabama",2021-10-07,"White","60",1
"Alabama",2021-10-08,"Asian","90%+",1
"Alabama",2021-10-08,"Black","65",1
"Alabama",2021-10-08,"Hispanic","90%+",1
"Alabama",2021-10-08,"White","60",1
"Alabama",2021-10-09,"Asian","90%+",1
"Alabama",2021-10-09,"Black","66",1
"Alabama",2021-10-09,"Hispanic","90%+",1
"Alabama",2021-10-09,"White","60",1
"Alabama",2021-10-10,"Asian","90%+",1
"Alabama",2021-10-10,"Black","66",1
"Alabama",2021-10-10,"Hispanic","90%+",1
"Alabama",2021-10-10,"White","60",1
"Alabama",2021-10-11,"Asian","90%+",1
"Alabama",2021-10-11,"Black","66",1
"Alabama",2021-10-11,"Hispanic","90%+",1
"Alabama",2021-10-11,"White","60",1
"Alabama",2021-10-12,"Asian","90%+",1
"Alabama",2021-10-12,"Black","66",1
"Alabama",2021-10-12,"Hispanic","90%+",1
"Alabama",2021-10-12,"White","61",1
"Alabama",2021-10-13,"Asian","90%+",1
"Alabama",2021-10-13,"Black","66",1
"Alabama",2021-10-13,"Hispanic","90%+",1
"Alabama",2021-10-13,"White","61",1
"Alabama",2021-10-14,"Asian","90%+",1
"Alabama",2021-10-14,"Black","66",1
"Alabama",2021-10-14,"Hispanic","90%+",1
"Alabama",2021-10-14,"White","61",1
"Alabama",2021-10-15,"Asian","90%+",1
"Alabama",2021-10-15,"Black","66",1
"Alabama",2021-10-15,"Hispanic","90%+",1
"Alabama",2021-10-15,"White","61",1
"Alabama",2021-10-16,"Asian","90%+",1
"Alabama",2021-10-16,"Black","67",1
"Alabama",2021-10-16,"Hispanic","90%+",1
"Alabama",2021-10-16,"White","61",1
"Alabama",2021-10-17,"Asian","90%+",1
"Alabama",2021-10-17,"Black","67",1
"Alabama",2021-10-17,"Hispanic","90%+",1
"Alabama",2021-10-17,"White","61",1
"Alabama",2021-10-18,"Asian","90%+",1
"Alabama",2021-10-18,"Black","67",1
"Alabama",2021-10-18,"Hispanic","90%+",1
"Alabama",2021-10-18,"White","61",1
"Alabama",2021-10-19,"Asian","90%+",1
"Alabama",2021-10-19,"Black","67",1
"Alabama",2021-10-19,"Hispanic","90%+",1
"Alabama",2021-10-19,"White","62",1
"Alabama",2021-10-20,"Asian","90%+",1
"Alabama",2021-10-20,"Black","67",1
"Alabama",2021-10-20,"Hispanic","90%+",1
"Alabama",2021-10-20,"White","62",1
"Alabama",2021-10-21,"Asian","90%+",1
"Alabama",2021-10-21,"Black","67",1
"Alabama",2021-10-21,"Hispanic","90%+",1
"Alabama",2021-10-21,"White","62",1
"Alabama",2021-10-22,"Asian","90%+",1
"Alabama",2021-10-22,"Black","67",1
"Alabama",2021-10-22,"Hispanic","90%+",1
"Alabama",2021-10-22,"White","62",1
"Alabama",2021-10-23,"Asian","90%+",1
"Alabama",2021-10-23,"Black","68",1
"Alabama",2021-10-23,"Hispanic","90%+",1
"Alabama",2021-10-23,"White","62",1
"Alabama",2021-10-24,"Asian","90%+",1
"Alabama",2021-10-24,"Black","68",1
"Alabama",2021-10-24,"Hispanic","90%+",1
"Alabama",2021-10-24,"White","62",1
"Alabama",2021-10-25,"Asian","90%+",1
"Alabama",2021-10-25,"Black","68",1
"Alabama",2021-10-25,"Hispanic","90%+",1
"Alabama",2021-10-25,"White","62",1
"Alabama",2021-10-26,"Asian","90%+",1
"Alabama",2021-10-26,"Black","68",1
"Alabama",2021-10-26,"Hispanic","90%+",1
"Alabama",2021-10-26,"White","62",1
"Alabama",2021-10-27,"Asian","90%+",1
"Alabama",2021-10-27,"Black","68",1
"Alabama",2021-10-27,"Hispanic","90%+",1
"Alabama",2021-10-27,"White","63",1
"Alabama",2021-10-28,"Asian","90%+",1
"Alabama",2021-10-28,"Black","68",1
"Alabama",2021-10-28,"Hispanic","90%+",1
"Alabama",2021-10-28,"White","63",1
"Alabama",2021-10-29,"Asian","90%+",1
"Alabama",2021-10-29,"Black","68",1
"Alabama",2021-10-29,"Hispanic","90%+",1
"Alabama",2021-10-29,"White","63",1
"Alabama",2021-10-30,"Asian","90%+",1
"Alabama",2021-10-30,"Black","69",1
"Alabama",2021-10-30,"Hispanic","90%+",1
"Alabama",2021-10-30,"White","63",1
"Alabama",2021-10-31,"Asian","90%+",1
"Alabama",2021-10-31,"Black","69",1
"Alabama",2021-10-31,"Hispanic","90%+",1
"Alabama",2021-10-31,"White","63",1
"Alabama",2021-11-01,"Asian","90%+",1
"Alabama",2021-11-01,"Black","69",1
"Alabama",2021-11-01,"Hispanic","90%+",1
"Alabama",2021-11-01,"White","63",1
"Alabama",2021-11-02,"Asian","90%+",1
"Alabama",2021-11-02,"Black","69",1
"Alabama",2021-11-02,"Hispanic","90%+",1
"Alabama",2021-11-02,"White","63",1
"Alabama",2021-11-03,"Asian","90%+",1
"Alabama",2021-11-03,"Black","69",1
"Alabama",2021-11-03,"Hispanic","90%+",1
"Alabama",2021-11-03,"White","63",1
"Alabama",2021-11-04,"Asian","90%+",1
"Alabama",2021-11-04,"Black","69",1
"Alabama",2021-11-04,"Hispanic","90%+",1
"Alabama",2021-11-04,"White","64",1
"Alabama",2021-11-05,"Asian","90%+",1
"Alabama",2021-11-05,"Black","69",1
"Alabama",2021-11-05,"Hispanic","90%+",1
"Alabama",2021-11-05,"White","64",1
"Alabama",2021-11-06,"Asian","90%+",1
"Alabama",2021-11-06,"Black","70",1
"Alabama",2021-11-06,"Hispanic","90%+",1
"Alabama",2021-11-06,"White","64",1
"Alabama",2021-11-07,"Asian","90%+",1
"Alabama",2021-11-07,"Black","70",1
"Alabama",2021-11-07,"Hispanic","90%+",1
"Alabama",2021-11-07,"White","64",1
"Alabama",2021-11-08,"Asian","90%+",1
"Alabama",2021-11-08,"Black","70",1
"Alabama",2021-11-08,"Hispanic","90%+",1
"Alabama",2021-11-08,"White","64",1
"Alabama",2021-11-09,"Asian","90%+",1
"Alabama",2021-11-09,"Black","70",1
"Alabama",2021-11-09,"Hispanic","90%+",1
"Alabama",2021-11-09,"White","64",1
"Alabama",2021-11-10,"Asian","90%+",1
"Alabama",2021-11-10,"Black","70",1
"Alabama",2021-11-10,"Hispanic","90%+",1
"Alabama",2021-11-10,"White","64",1
"Alabama",2021-11-11,"Asian","90%+",1
"Alabama",2021-11-11,"Black","70",1
"Alabama",2021-11-11,"Hispanic","90%+",1
"Alabama",2021-11-11,"White","64",1
"Alabama",2021-11-12,"Asian","90%+",1
"Alabama",2021-11-12,"Black","70",1
"Alabama",2021-11-12,"Hispanic","90%+",1
"Alabama",2021-11-12,"White","64",1
"Alabama",2021-11-13,"Asian","90%+",1
"Alabama",2021-11-13,"Black","70",1
"Alabama",2021-11-13,"Hispanic","90%+",1
"Alabama",2021-11-13,"White","65",1
"Alabama",2021-11-14,"Asian","90%+",1
"Alabama",2021-11-14,"Black","71",1
"Alabama",2021-11-14,"Hispanic","90%+",1
"Alabama",2021-11-14,"White","65",1
"Alabama",2021-11-15,"Asian","90%+",1
"Alabama",2021-11-15,"Black","71",1
"Alabama",2021-11-15,"Hispanic","90%+",1
"Alabama",2021-11-15,"White","65",1
"Alabama",2021-11-16,"Asian","90%+",1
"Alabama",2021-11-16,"Black","71",1
"Alabama",2021-11-16,"Hispanic","90%+",1
"Alabama",2021-11-16,"White","65",1
"Alabama",2021-11-17,"Asian","90%+",1
"Alabama",2021-11-17,"Black","71",1
"Alabama",2021-11-17,"Hispanic","90%+",1
"Alabama",2021-11-17,"White","65",1
"Alabama",2021-11-18,"Asian","90%+",1
"Alabama",2021-11-18,"Black","71",1
"Alabama",2021-11-18,"Hispanic","90%+",1
"Alabama",2021-11-18,"White","65",1
"Alabama",2021-11-19,"Asian","90%+",1
"Alabama",2021-11-19,"Black","71",1
"Alabama",2021-11-19,"Hispanic","90%+",1
"Alabama",2021-11-19,"White","65",1
"Alabama",2021-11-20,"Asian","90%+",1
"Alabama",2021-11-20,"Black","71",1
"Alabama",2021-11-20,"Hispanic","90%+",1
"Alabama",2021-11-20,"White","65",1
"Alabama",2021-11-21,"Asian","90%+",1
"Alabama",2021-11-21,"Black","72",1
"Alabama",2021-11-21,"Hispanic","90%+",1
"Alabama",2021-11-21,"White","66",1
"Alabama",2021-11-22,"Asian","90%+",1
"Alabama",2021-11-22,"Black","72",1
"Alabama",2021-11-22,"Hispanic","90%+",1
"Alabama",2021-11-22,"White","66",1
"Alabama",2021-11-23,"Asian","90%+",1
"Alabama",2021-11-23,"Black","72",1
"Alabama",2021-11-23,"Hispanic","90%+",1
"Alabama",2021-11-23,"White","66",1
"Alabama",2021-11-24,"Asian","90%+",1
"Alabama",2021-11-24,"Black","72",1
"Alabama",2021-11-24,"Hispanic","90%+",1
"Alabama",2021-11-24,"White","66",1
"Alabama",2021-11-25,"Asian","90%+",1
"Alabama",2021-11-25,"Black","72",1
"Alabama",2021-11-25,"Hispanic","90%+",1
"Alabama",2021-11-25,"White","66",1
"Alabama",2021-11-26,"Asian","90%+",1
"Alabama",2021-11-26,"Black","72",1
"Alabama",2021-11-26,"Hispanic","90%+",1
"Alabama",2021-11-26,"White","66",1
"Alabama",2021-11-27,"Asian","90%+",1
"Alabama",2021-11-27,"Black","72",1
"Alabama",2021-11-27,"Hispanic","90%+",1
"Alabama",2021-11-27,"White","66",1
"Alabama",2021-11-28,"Asian","90%+",1
"Alabama",2021-11-28,"Black","72",1
"Alabama",2021-11-28,"Hispanic","90%+",1
"Alabama",2021-11-28,"White","66",1
"Alabama",2021-11-29,"Asian","90%+",1
"Alabama",2021-11-29,"Black","72",1
"Alabama",2021-11-29,"Hispanic","90%+",1
"Alabama",2021-11-29,"White","66",1
"Alabama",2021-11-30,"Asian","90%+",1
"Alabama",2021-11-30,"Black","73",1
"Alabama",2021-11-30,"Hispanic","90%+",1
"Alabama",2021-11-30,"White","67",1
"Alabama",2021-12-01,"Asian","90%+",1
"Alabama",2021-12-01,"Black","73",1
"Alabama",2021-12-01,"Hispanic","90%+",1
"Alabama",2021-12-01,"White","67",1
"Alabama",2021-12-02,"Asian","90%+",1
"Alabama",2021-12-02,"Black","73",1
"Alabama",2021-12-02,"Hispanic","90%+",1
"Alabama",2021-12-02,"White","67",1
"Alabama",2021-12-03,"Asian","90%+",1
"Alabama",2021-12-03,"Black","73",1
"Alabama",2021-12-03,"Hispanic","90%+",1
"Alabama",2021-12-03,"White","67",1
"Alabama",2021-12-04,"Asian","90%+",1
"Alabama",2021-12-04,"Black","73",1
"Alabama",2021-12-04,"Hispanic","90%+",1
"Alabama",2021-12-04,"White","67",1
"Alabama",2021-12-05,"Asian","90%+",1
"Alabama",2021-12-05,"Black","73",1
"Alabama",2021-12-05,"Hispanic","90%+",1
"Alabama",2021-12-05,"White","67",1
"Alabama",2021-12-06,"Asian","90%+",1
"Alabama",2021-12-06,"Black","73",1
"Alabama",2021-12-06,"Hispanic","90%+",1
"Alabama",2021-12-06,"White","67",1
"Alabama",2021-12-07,"Asian","90%+",1
"Alabama",2021-12-07,"Black","73",1
"Alabama",2021-12-07,"Hispanic","90%+",1
"Alabama",2021-12-07,"White","67",1
"Alabama",2021-12-08,"Asian","90%+",1
"Alabama",2021-12-08,"Black","74",1
"Alabama",2021-12-08,"Hispanic","90%+",1
"Alabama",2021-12-08,"White","67",1
"Alabama",2021-12-09,"Asian","90%+",1
"Alabama",2021-12-09,"Black","74",1
"Alabama",2021-12-09,"Hispanic","90%+",1
"Alabama",2021-12-09,"White","68",1
"Alabama",2021-12-10,"Asian","90%+",1
"Alabama",2021-12-10,"Black","74",1
"Alabama",2021-12-10,"Hispanic","90%+",1
"Alabama",2021-12-10,"White","68",1
"Alabama",2021-12-11,"Asian","90%+",1
"Alabama",2021-12-11,"Black","74",1
"Alabama",2021-12-11,"Hispanic","90%+",1
"Alabama",2021-12-11,"White","68",1
"Alabama",2021-12-12,"Asian","90%+",1
"Alabama",2021-12-12,"Black","74",1
"Alabama",2021-12-12,"Hispanic","90%+",1
"Alabama",2021-12-12,"White","68",1
"Alabama",2021-12-13,"Asian","90%+",1
"Alabama",2021-12-13,"Black","74",1
"Alabama",2021-12-13,"Hispanic","90%+",1
"Alabama",2021-12-13,"White","68",1
"Alabama",2021-12-14,"Asian","90%+",1
"Alabama",2021-12-14,"Black","74",1
"Alabama",2021-12-14,"Hispanic","90%+",1
"Alabama",2021-12-14,"White","68",1
"Alabama",2021-12-15,"Asian","90%+",1
"Alabama",2021-12-15,"Black","74",1
"Alabama",2021-12-15,"Hispanic","90%+",1
"Alabama",2021-12-15,"White","68",1
"Alabama",2021-12-16,"Asian","90%+",1
"Alabama",2021-12-16,"Black","74",1
"Alabama",2021-12-16,"Hispanic","90%+",1
"Alabama",2021-12-16,"White","68",1
"Alabama",2021-12-17,"Asian","90%+",1
"Alabama",2021-12-17,"Black","75",1
"Alabama",2021-12-17,"Hispanic","90%+",1
"Alabama",2021-12-17,"White","68",1
"Alabama",2021-12-18,"Asian","90%+",1
"Alabama",2021-12-18,"Black","75",1
"Alabama",2021-12-18,"Hispanic","90%+",1
"Alabama",2021-12-18,"White","68",1
"Alabama",2021-12-19,"Asian","90%+",1
"Alabama",2021-12-19,"Black","75",1
"Alabama",2021-12-19,"Hispanic","90%+",1
"Alabama",2021-12-19,"White","69",1
"Alabama",2021-12-20,"Asian","90%+",1
"Alabama",2021-12-20,"Black","75",1
"Alabama",2021-12-20,"Hispanic","90%+",1
"Alabama",2021-12-20,"White","69",1
"Alabama",2021-12-21,"Asian","90%+",1
"Alabama",2021-12-21,"Black","75",1
"Alabama",2021-12-21,"Hispanic","90%+",1
"Alabama",2021-12-21,"White","69",1
"Alabama",2021-12-22,"Asian","90%+",1
"Alabama",2021-12-22,"Black","75",1
"Alabama",2021-12-22,"Hispanic","90%+",1
"Alabama",2021-12-22,"White","69",1
"Alabama",2021-12-23,"Asian","90%+",1
"Alabama",2021-12-23,"Black","75",1
"Alabama",2021-12-23,"Hispanic","90%+",1
"Alabama",2021-12-23,"White","69",1
"Alabama",2021-12-24,"Asian","90%+",1
"Alabama",2021-12-24,"Black","75",1
"Alabama",2021-12-24,"Hispanic","90%+",1
"Alabama",2021-12-24,"White","69",1
"Alabama",2021-12-25,"Asian","90%+",1
"Alabama",2021-12-25,"Black","76",1
"Alabama",2021-12-25,"Hispanic","90%+",1
"Alabama",2021-12-25,"White","69",1
"Alabama",2021-12-26,"Asian","90%+",1
"Alabama",2021-12-26,"Black","76",1
"Alabama",2021-12-26,"Hispanic","90%+",1
"Alabama",2021-12-26,"White","69",1
"Alabama",2021-12-27,"Asian","90%+",1
"Alabama",2021-12-27,"Black","76",1
"Alabama",2021-12-27,"Hispanic","90%+",1
"Alabama",2021-12-27,"White","69",1
"Alabama",2021-12-28,"Asian","90%+",1
"Alabama",2021-12-28,"Black","76",1
"Alabama",2021-12-28,"Hispanic","90%+",1
"Alabama",2021-12-28,"White","69",1
"Alabama",2021-12-29,"Asian","90%+",1
"Alabama",2021-12-29,"Black","76",1
"Alabama",2021-12-29,"Hispanic","90%+",1
"Alabama",2021-12-29,"White","70",1
"Alabama",2021-12-30,"Asian","90%+",1
"Alabama",2021-12-30,"Black","76",1
"Alabama",2021-12-30,"Hispanic","90%+",1
"Alabama",2021-12-30,"White","70",1
"Alabama",2021-12-31,"Asian","90%+",1
"Alabama",2021-12-31,"Black","76",1
"Alabama",2021-12-31,"Hispanic","90%+",1
"Alabama",2021-12-31,"White","70",1
"Alabama",2022-01-01,"Asian","90%+",1
"Alabama",2022-01-01,"Black","76",1
"Alabama",2022-01-01,"Hispanic","90%+",1
"Alabama",2022-01-01,"White","70",1
"Alabama",2021-03-01,"All","16",0
"Alabama",2021-03-15,"All","20",0
"Alabama",2021-03-29,"All","27",0
"Alabama",2021-04-05,"All","30",0
"Alabama",2021-04-12,"All","33",0
"Alabama",2021-04-19,"All","35",0
"Alabama",2021-04-26,"All","37",0
"Alabama",2021-05-03,"All","38",0
"Alabama",2021-05-10,"All","40",0
"Alabama",2021-05-17,"All","41",0
"Alabama",2021-05-24,"All","41",0
"Alabama",2021-06-07,"All","42",0
"Alabama",2021-06-14,"All","43",0
"Alabama",2021-06-21,"All","45",0
"Alabama",2021-06-28,"All","46",0
"Alabama",2021-07-06,"All","47",0
"Alabama",2021-07-19,"All","48",0
"Alabama",2021-08-02,"All","51",0
"Alabama",2021-08-16,"All","55",0
"Alabama",2021-09-07,"All","59",0
"Alabama",2021-09-20,"All","61",0
"Alabama",2021-09-21,"All","61",1
"Alabama",2021-09-22,"All","61",1
"Alabama",2021-09-23,"All","61",1
"Alabama",2021-09-24,"All","61",1
"Alabama",2021-09-25,"All","62",1
"Alabama",2021-09-26,"All","62",1
"Alabama",2021-09-27,"All","62",1
"Alabama",2021-09-28,"All","62",1
"Alabama",2021-09-29,"All","62",1
"Alabama",2021-09-30,"All","62",1
"Alabama",2021-10-01,"All","62",1
"Alabama",2021-10-02,"All","63",1
"Alabama",2021-10-03,"All","63",1
"Alabama",2021-10-04,"All","63",1
"Alabama",2021-10-05,"All","63",1
"Alabama",2021-10-06,"All","63",1
"Alabama",2021-10-07,"All","63",1
"Alabama",2021-10-08,"All","63",1
"Alabama",2021-10-09,"All","63",1
"Alabama",2021-10-10,"All","64",1
"Alabama",2021-10-11,"All","64",1
"Alabama",2021-10-12,"All","64",1
"Alabama",2021-10-13,"All","64",1
"Alabama",2021-10-14,"All","64",1
"Alabama",2021-10-15,"All","64",1
"Alabama",2021-10-16,"All","64",1
"Alabama",2021-10-17,"All","65",1
"Alabama",2021-10-18,"All","65",1
"Alabama",2021-10-19,"All","65",1
"Alabama",2021-10-20,"All","65",1
"Alabama",2021-10-21,"All","65",1
"Alabama",2021-10-22,"All","65",1
"Alabama",2021-10-23,"All","65",1
"Alabama",2021-10-24,"All","65",1
"Alabama",2021-10-25,"All","66",1
"Alabama",2021-10-26,"All","66",1
"Alabama",2021-10-27,"All","66",1
"Alabama",2021-10-28,"All","66",1
"Alabama",2021-10-29,"All","66",1
"Alabama",2021-10-30,"All","66",1
"Alabama",2021-10-31,"All","66",1
"Alabama",2021-11-01,"All","66",1
"Alabama",2021-11-02,"All","67",1
"Alabama",2021-11-03,"All","67",1
"Alabama",2021-11-04,"All","67",1
"Alabama",2021-11-05,"All","67",1
"Alabama",2021-11-06,"All","67",1
"Alabama",2021-11-07,"All","67",1
"Alabama",2021-11-08,"All","67",1
"Alabama",2021-11-09,"All","67",1
"Alabama",2021-11-10,"All","68",1
"Alabama",2021-11-11,"All","68",1
"Alabama",2021-11-12,"All","68",1
"Alabama",2021-11-13,"All","68",1
"Alabama",2021-11-14,"All","68",1
"Alabama",2021-11-15,"All","68",1
"Alabama",2021-11-16,"All","68",1
"Alabama",2021-11-17,"All","68",1
"Alabama",2021-11-18,"All","68",1
"Alabama",2021-11-19,"All","69",1
"Alabama",2021-11-20,"All","69",1
"Alabama",2021-11-21,"All","69",1
"Alabama",2021-11-22,"All","69",1
"Alabama",2021-11-23,"All","69",1
"Alabama",2021-11-24,"All","69",1
"Alabama",2021-11-25,"All","69",1
"Alabama",2021-11-26,"All","69",1
"Alabama",2021-11-27,"All","69",1
"Alabama",2021-11-28,"All","70",1
"Alabama",2021-11-29,"All","70",1
"Alabama",2021-11-30,"All","70",1
"Alabama",2021-12-01,"All","70",1
"Alabama",2021-12-02,"All","70",1
"Alabama",2021-12-03,"All","70",1
"Alabama",2021-12-04,"All","70",1
"Alabama",2021-12-05,"All","70",1
"Alabama",2021-12-06,"All","70",1
"Alabama",2021-12-07,"All","71",1
"Alabama",2021-12-08,"All","71",1
"Alabama",2021-12-09,"All","71",1
"Alabama",2021-12-10,"All","71",1
"Alabama",2021-12-11,"All","71",1
"Alabama",2021-12-12,"All","71",1
"Alabama",2021-12-13,"All","71",1
"Alabama",2021-12-14,"All","71",1
"Alabama",2021-12-15,"All","71",1
"Alabama",2021-12-16,"All","72",1
"Alabama",2021-12-17,"All","72",1
"Alabama",2021-12-18,"All","72",1
"Alabama",2021-12-19,"All","72",1
"Alabama",2021-12-20,"All","72",1
"Alabama",2021-12-21,"All","72",1
"Alabama",2021-12-22,"All","72",1
"Alabama",2021-12-23,"All","72",1
"Alabama",2021-12-24,"All","72",1
"Alabama",2021-12-25,"All","72",1
"Alabama",2021-12-26,"All","73",1
"Alabama",2021-12-27,"All","73",1
"Alabama",2021-12-28,"All","73",1
"Alabama",2021-12-29,"All","73",1
"Alabama",2021-12-30,"All","73",1
"Alabama",2021-12-31,"All","73",1
"Alabama",2022-01-01,"All","73",1
"Alaska",2021-03-01,"Asian","17",0
"Alaska",2021-03-15,"Asian","31",0
"Alaska",2021-03-29,"Asian","46",0
"Alaska",2021-04-05,"Asian","47",0
"Alaska",2021-04-12,"Asian","49",0
"Alaska",2021-04-19,"Asian","52",0
"Alaska",2021-04-26,"Asian","54",0
"Alaska",2021-05-03,"Asian","57",0
"Alaska",2021-05-10,"Asian","59",0
"Alaska",2021-05-17,"Asian","NR",0
"Alaska",2021-05-24,"Asian","62",0
"Alaska",2021-06-07,"Asian","66",0
